# YTID,start_seconds,end_seconds,event_label
EgdMnSIG9w8,30.0,40.0,['Cheering']
EgfLXPNInzU,30.0,40.0,['Burping_and_eructation']
EgmqPvEpuTg,0.0,10.0,['Cheering']
Eh6-S0xjmVA,30.0,40.0,['Scratching_(performance technique)']
EhT_k2XL91s,160.0,170.0,['Fireworks']
EhcNo-N7dSA,30.0,40.0,['Scratching_(performance technique)']
EhwmuACvGNI,360.0,370.0,['Scratching_(performance technique)']
Ehz4Iquqol8,40.0,50.0,['Cheering']
EiBLiBM30Dg,40.0,50.0,['Fireworks']
EiEkyzNMqZo,160.0,170.0,['Cheering']
EikptOF21-s,30.0,40.0,['Meow']
EjF0zwAQuiA,310.0,320.0,['Scratching_(performance technique)']
EjT5z6vUwGo,180.0,190.0,['Bark']
EjVdfJtEYtQ,20.0,30.0,['Fireworks']
EjwOEl-6qcQ,180.0,190.0,['Shout']
Ek5LjBZ0z80,110.0,120.0,['Burping_and_eructation']
EkDGjzGYvqM,90.0,100.0,['Bark']
EkeUFWEGrCI,30.0,40.0,['Scratching_(performance technique)']
EksYlo1IXU0,340.0,350.0,['Cough']
ElH1T1WSlHU,40.0,50.0,['Cheering']
ElKyL01C9k4,1.0,11.0,['Meow']
ElVlgv58uLI,0.0,10.0,['Bark']
EldAcfs-cHk,0.0,10.0,['Cheering']
EmAi3m5j0QQ,260.0,270.0,['Cough']
EmCatkGMC9M,30.0,40.0,['Cheering']
EmdVu4_MN64,0.0,10.0,['Cheering']
Emk8DQUyKSE,150.0,160.0,['Shout']
EmsZLw7JTdw,20.0,30.0,['Bark']
En4ZDBr_-Y0,70.0,80.0,['Scratching_(performance technique)']
En5JnGs4z2I,180.0,190.0,['Shout']
En5ePoARShM,170.0,180.0,['Church_bell']
En63N0sztqE,30.0,40.0,['Shout']
EnsduL7-n2I,20.0,30.0,['Scratching_(performance technique)']
Eo1C8lKcxoQ,30.0,40.0,['Meow']
Eo3DLytT6iI,30.0,40.0,['Fireworks']
EoJflyxUFsE,80.0,90.0,['Cheering']
EocFu6RQFiI,10.0,20.0,['Fireworks']
Eoqq8DWmY64,10.0,20.0,['Church_bell']
Eov8iZ5a8RM,60.0,70.0,['Bark']
EovfvohgEJo,120.0,130.0,['Scratching_(performance technique)']
EpgFRp0nAoc,220.0,230.0,['Fireworks']
EpkO6piY-xc,530.0,540.0,['Scratching_(performance technique)']
EpwqhwcodCo,70.0,80.0,['Scratching_(performance technique)']
Epx7QIRJg9w,10.0,20.0,['Scratching_(performance technique)']
EpxQKLhAP0s,140.0,150.0,['Burping_and_eructation']
Eq52W2uZ1Bk,300.0,310.0,['Shout']
Eq8-fEvSOIE,40.0,50.0,['Fireworks']
EqCEkkd_c_I,0.0,10.0,['Doorbell']
EqM74i8grBg,0.0,10.0,['Fireworks']
EqShDnH67l4,180.0,190.0,['Cheering']
Eq_VLzVJSIo,0.0,10.0,['Cough']
EqkjRURvm7Y,0.0,10.0,['Cheering']
Equy84gh9o8,20.0,30.0,['Fireworks']
ErE-s9jo7w8,150.0,160.0,['Scratching_(performance technique)']
ErylxBbwF5U,240.0,250.0,['Scratching_(performance technique)']
Es05m8l6nZI,290.0,300.0,['Cheering']
Es9GYYBiriY,30.0,40.0,['Cheering']
EsHcmweroPc,210.0,220.0,['Bark']
EsThMdtgVsM,10.0,20.0,['Cheering']
Esd8BgtLi-A,400.0,410.0,['Fireworks']
EsfJpLbBeb4,590.0,600.0,['Church_bell']
EstEeFCfCcc,10.0,20.0,['Cheering']
EtmvtjxNC9g,10.0,20.0,['Burping_and_eructation']
EuN2EuLENbQ,310.0,320.0,['Burping_and_eructation']
EuPHuGAy8ps,410.0,420.0,['Scratching_(performance technique)']
EuUWYOB4cDM,30.0,40.0,['Fireworks']
EuWGmg8MBxw,160.0,170.0,['Bark']
Eusmb6s8mIs,10.0,20.0,['Church_bell']
Ev3XcmTVR8Q,110.0,120.0,['Bark']
EvHgP6eSPxo,10.0,20.0,['Bark']
EvUc62J2jnk,190.0,200.0,['Fireworks']
EvmfoXpF4ew,100.0,110.0,['Cheering']
Evq-mairJ0g,0.0,10.0,['Fireworks']
Ew71HjD-tgA,20.0,30.0,['Bark']
EwNk_jB-mrE,210.0,220.0,['Cheering']
EwopmuBMEtw,160.0,170.0,['Cheering']
Ex2ucfMwrmQ,90.0,100.0,['Fireworks']
ExdYdXrJAN0,2.0,12.0,['Meow']
ExxGm_VYPLI,30.0,40.0,['Scratching_(performance technique)']
Eyd40BcN0kk,330.0,340.0,['Cheering']
EygbrkUi1AA,60.0,70.0,['Scratching_(performance technique)']
EypaJsNZ0GQ,100.0,110.0,['Shout']
Eytilpo3UhE,110.0,120.0,['Bark']
F-DUG9Vl_io,20.0,30.0,['Meow']
F-Db1D7Cg18,250.0,260.0,['Cheering']
F-HNzafYLbM,60.0,70.0,['Scratching_(performance technique)']
F-HfHieIuUI,30.0,40.0,['Scratching_(performance technique)']
F-awPd7IJmc,80.0,90.0,['Cheering']
F-jf6gG4ozQ,140.0,150.0,['Scratching_(performance technique)']
F-lHTQYS9X0,100.0,110.0,['Shout']
F-nzpSRbNRc,470.0,480.0,['Scratching_(performance technique)']
F1BY1Z2hZOI,20.0,30.0,['Scratching_(performance technique)']
F1nrmNXOp4M,510.0,520.0,['Church_bell']
F23OwXmvR_8,100.0,110.0,['Fireworks']
F2UTeCRe7yQ,310.0,320.0,['Cheering']
F2pZ7MDS16U,0.0,10.0,['Fireworks']
F2qTJjE0pUc,50.0,60.0,['Bark']
F2sEUz2m4mY,0.0,10.0,['Bark']
F2uEhp2FXnU,0.0,10.0,['Shout']
F3AsQHJE5E0,30.0,40.0,['Bark']
F3NPz3dUJsI,30.0,40.0,['Bark']
F3dUT9g0Cts,50.0,60.0,['Bark']
F4ZhRnRVc7A,560.0,570.0,['Cheering']
F5-C1QvgWXU,160.0,170.0,['Shout']
F58fP5olXCA,20.0,30.0,['Cough']
F5Jd_whoT5s,140.0,150.0,['Cheering']
F5X71LwTMNA,0.0,10.0,['Cheering']
F5iWQFSaCJ0,190.0,200.0,['Scratching_(performance technique)']
F643IXeAeck,370.0,380.0,['Scratching_(performance technique)']
F6MPyOI3rE8,320.0,330.0,['Cheering']
F6OXwP2ECu0,210.0,220.0,['Scratching_(performance technique)']
F6SCpe7CgPo,100.0,110.0,['Shout']
F6lcKEhSToc,280.0,290.0,['Fireworks']
F6u-BlaMvRI,0.0,7.0,['Cough']
F6uYMd8OP2A,20.0,30.0,['Scratching_(performance technique)']
F6xLA2AA2GA,90.0,100.0,['Cheering']
F7-RFsbSog0,100.0,110.0,['Cheering']
F70PNukSzMw,300.0,310.0,['Church_bell']
F77-qB48bNc,410.0,420.0,['Shatter']
F7EPogoBw-8,490.0,500.0,['Cheering']
F7KeanCaTsQ,20.0,30.0,['Fireworks']
F7PPn6KZPY8,10.0,20.0,['Scratching_(performance technique)']
F7uLSFf0oyY,30.0,40.0,['Scratching_(performance technique)']
F802Nfh5g-U,30.0,40.0,['Cheering']
F8JE5w33QqE,30.0,40.0,['Meow']
F9WgMgrg5bE,300.0,310.0,['Fireworks']
F9mSOEVQHVw,30.0,40.0,['Fireworks']
F9zSHQFLLOg,110.0,120.0,['Church_bell']
FA5-qvLhtq4,80.0,90.0,['Meow']
FAFHXf-Lgos,520.0,530.0,['Fireworks']
FAFr7BgVhKk,110.0,120.0,['Scratching_(performance technique)']
FAQT2yfvPTM,200.0,210.0,['Scratching_(performance technique)']
FA_9WnF9org,110.0,120.0,['Bark']
FAdV00M0wp4,60.0,70.0,['Bark']
FAn6HUOwPPI,10.0,20.0,['Cheering']
FAxrmHx9X1k,30.0,40.0,['Church_bell']
FBNg2jl_K7c,280.0,290.0,['Church_bell']
FBP_jpHwRJQ,40.0,50.0,['Cheering']
FCMpuLzi_Lk,40.0,50.0,['Fireworks']
FCraCnlXYPc,50.0,60.0,['Scratching_(performance technique)']
FCtA8lNaCf8,30.0,40.0,['Cheering']
FCvQ_YQSFFQ,30.0,40.0,['Meow']
FDPvPMv_Efk,520.0,530.0,['Fireworks']
FDSQvhYgEpY,140.0,150.0,['Scratching_(performance technique)']
FDb5hzj8FsI,210.0,220.0,['Church_bell']
FDe1MEoyjk0,350.0,360.0,['Cheering']
FDo-PK_wDgQ,0.0,10.0,['Bark']
FE-c-jcJLL0,40.0,50.0,['Doorbell']
FE10rT59n0M,20.0,30.0,['Cheering']
FFGoT-yS6aU,80.0,90.0,['Camera']
FFHUV4fhlR8,200.0,210.0,['Cheering']
FFbJ2q_F3WM,440.0,450.0,['Church_bell']
FFivChT3vkY,60.0,70.0,['Cheering']
FGLwd9w7zzc,40.0,50.0,['Fireworks']
FH-ttYw1XHM,160.0,170.0,['Scratching_(performance technique)']
FH2BrV0VAPY,110.0,120.0,['Scratching_(performance technique)']
FHWFCOW4sIM,20.0,30.0,['Burping_and_eructation']
FHdT6_dlbIU,200.0,210.0,['Cheering']
FHmia5BMDT8,130.0,140.0,['Cheering']
FHmqNG_hQGw,280.0,290.0,['Cheering']
FI7TpBK2QNI,450.0,460.0,['Cheering']
FIEsUDd48do,30.0,40.0,['Scratching_(performance technique)']
FIUrZOGGZPs,30.0,40.0,['Scratching_(performance technique)']
FItFgwkMUS8,390.0,400.0,['Scratching_(performance technique)']
FIzJB8UAB7s,30.0,40.0,['Bark']
FJYdSHy-UnM,0.0,10.0,['Fireworks']
FJfVcXPc2i4,30.0,40.0,['Church_bell']
FJg8ToeclUY,80.0,90.0,['Burping_and_eructation']
FJnoB2NJr5k,30.0,40.0,['Fireworks']
FK-3OGjC3FA,160.0,170.0,['Cheering']
FKJYpyV9aAU,0.0,10.0,['Burping_and_eructation']
FKg7UqcmSss,260.0,270.0,['Cheering']
FKs-fYKob78,30.0,40.0,['Burping_and_eructation']
FL9GXnybxvY,30.0,40.0,['Scratching_(performance technique)']
FLLlai0juCA,80.0,90.0,['Cheering']
FLOIHujNEDA,70.0,80.0,['Fireworks']
FLtSrbVF-CU,190.0,200.0,['Shout']
FM23Hwa0JxI,30.0,40.0,['Bark']
FM41LVGD3Us,70.0,80.0,['Shout']
FM4TLixKSpY,50.0,60.0,['Shout']
FM4hIwD_ruY,60.0,70.0,['Shout']
FMXupwssOrA,30.0,40.0,['Cheering']
FMlIzLuIGzw,50.0,60.0,['Church_bell']
FN6iHA6bh6Q,130.0,140.0,['Scratching_(performance technique)']
FN9aJsp2hvs,10.0,20.0,['Shout']
FNB1CVmCgts,460.0,470.0,['Fireworks']
FNBtLt_lOPc,30.0,40.0,['Cheering']
FNOeMkkn-zA,150.0,160.0,['Cheering']
FNeSOj6cs4M,20.0,30.0,['Fireworks']
FO1CJtzzMRg,20.0,30.0,['Bark']
FOEzt0IIaoU,0.0,10.0,['Bark']
FOFYlPDhzP4,250.0,260.0,['Cheering']
FOcMCQ5wivA,21.0,31.0,['Meow']
FOfgTMXZa_I,140.0,150.0,['Cheering']
FOgVIZQxmHM,90.0,100.0,['Church_bell']
FOhOxgw16dE,40.0,50.0,['Burping_and_eructation']
FPWYwdEO4AA,130.0,140.0,['Cheering']
FP_rJYMKbSM,30.0,40.0,['Bark']
FPs1-cZoaTQ,250.0,260.0,['Scratching_(performance technique)']
FQ0E4aM-47Q,30.0,40.0,['Scratching_(performance technique)']
FQRBUmbebmA,0.0,10.0,['Meow']
FR-wbPTHHmM,90.0,100.0,['Cheering']
FRp2f-WKa7s,0.0,10.0,['Bark']
FRsCb2kCExI,30.0,40.0,['Scratching_(performance technique)']
FRsh-K8A_ws,10.0,20.0,['Doorbell']
FS75JZ6aCEA,20.0,30.0,['Meow']
FSSy-Y_sVGA,10.0,20.0,['Cheering']
FTDP4GattEc,30.0,40.0,['Bark']
FTKqObfSJA4,30.0,40.0,['Fireworks']
FTobTD3doHY,70.0,80.0,['Camera']
FTuFdcPTatU,0.0,10.0,['Bark']
FTwlhq5aMR4,0.0,10.0,['Scratching_(performance technique)']
FTxnWESr6QA,120.0,130.0,['Fireworks']
FU8P7X4bs_M,420.0,430.0,['Fireworks']
FUAv3r8CSUE,160.0,170.0,['Camera']
FUCk6sVr3i0,0.0,10.0,['Bark']
FUDwqBG3YaQ,20.0,30.0,['Bark']
FUP-kQDGhcY,20.0,30.0,['Scratching_(performance technique)']
FUrEdlEZmUk,110.0,120.0,['Scratching_(performance technique)']
FVIFuRVAF5U,0.0,10.0,['Bark']
FVKDQEIzutU,0.0,10.0,['Fireworks']
FVWmFayV9Hw,0.0,10.0,['Cheering']
FVY4gFFJBFQ,0.0,10.0,['Fireworks']
FVcxi4YKBZg,0.0,10.0,['Fireworks']
FVlUwtGXVF0,30.0,40.0,['Cheering']
FW--9CVq_GU,30.0,40.0,['Fireworks']
FW8gwdpOIGc,30.0,40.0,['Cheering']
FWBNJCSRZIY,0.0,10.0,['Cheering']
FWdhTyEbhUk,350.0,360.0,['Fireworks']
FWj5y2BBwmI,170.0,180.0,['Bark']
FX07iZ_Q9Zw,30.0,40.0,['Meow']
FX0fhZ6D0YY,30.0,40.0,['Cheering']
FXGayiQhONY,60.0,70.0,['Cheering']
FXNiXrPAPl8,180.0,190.0,['Cheering']
FXgJw2fRJdo,190.0,200.0,['Scratching_(performance technique)']
FXmNpMEnIa0,340.0,350.0,['Cheering']
FY7gwVCnOS4,24.0,34.0,['Bark']
FY8fTM9RLmQ,140.0,150.0,['Cheering']
FYrTbExfDPE,50.0,60.0,['Fireworks']
FZM29E2WwjE,30.0,40.0,['Bark']
FZMypwVY59Y,20.0,30.0,['Burping_and_eructation']
FZSIm2Lu5e4,30.0,40.0,['Cheering']
FZeXuJs2wc4,110.0,120.0,['Cheering']
FZly4XoX_uE,170.0,180.0,['Cough']
F_GGtPcT3Ew,30.0,40.0,['Cough']
F_WfHzBVBdA,110.0,120.0,['Shout']
Fb95F-faJ9o,10.0,20.0,['Fireworks']
FbfalDPzYt8,180.0,190.0,['Cheering']
FbgYkzF8bAo,10.0,20.0,['Doorbell']
FcJApggTD4A,210.0,220.0,['Cheering']
FdhFVDlDUKY,80.0,90.0,['Bark']
Fe6lF1juKJc,10.0,20.0,['Cheering']
Ff6rl7oz9kU,30.0,40.0,['Cough']
FfAGXaU4tWE,320.0,330.0,['Fireworks']
FfAp21Thr98,0.0,10.0,['Cheering']
FfEGPwJU-ds,30.0,40.0,['Fireworks']
FfEXkK2qv4s,60.0,70.0,['Fireworks']
FfqdNdIjYqo,20.0,30.0,['Shout']
FfsiaytA5Bw,140.0,150.0,['Cheering']
FgG2HXtpDCw,0.0,10.0,['Bark']
Fggm2zQyUrk,50.0,60.0,['Bark']
FgqaXBnzXlg,30.0,40.0,['Church_bell']
FhK4-LsHNqs,0.0,10.0,['Church_bell']
FhX4YdPX6RU,0.0,10.0,['Scratching_(performance technique)']
FhvMYyY5VbA,30.0,40.0,['Scratching_(performance technique)']
FiC5FjF1ynI,30.0,40.0,['Shout']
FijgLyPHZtU,30.0,40.0,['Bark']
FitO3EocCzE,40.0,50.0,['Burping_and_eructation']
FiwNEUgrelY,40.0,50.0,['Church_bell']
FjOxz-pvYFI,50.0,60.0,['Fireworks']
Fjm344x_FmM,20.0,30.0,['Bark']
FjnyU-8HTYA,160.0,170.0,['Bark']
FjtO-xQD_To,30.0,40.0,['Meow']
Fk-DQybqpMs,30.0,40.0,['Scratching_(performance technique)']
Fk0T8mIKoNw,110.0,120.0,['Fireworks']
FkH6itxRgig,80.0,90.0,['Scratching_(performance technique)']
FkXKesZJaN4,160.0,170.0,['Church_bell']
FkwBWv3JhYY,0.0,10.0,['Cheering']
Fl3bzwITFiA,100.0,110.0,['Cheering']
FlraWQNWn4Y,350.0,360.0,['Shout']
Fm4X1jcQNeI,120.0,130.0,['Scratching_(performance technique)']
FmbhF_3Q6bA,340.0,350.0,['Church_bell']
FmfmanQBtsI,19.0,29.0,['Fireworks']
FmgEn_nPOPI,0.0,10.0,['Fireworks']
FmxDmLgKbf4,30.0,40.0,['Cheering']
FnkKGvL9YnI,70.0,80.0,['Cheering']
Fnv25w7Msfk,310.0,320.0,['Cheering']
Fo5K0sSAibY,220.0,230.0,['Shout']
FomBT4lj92E,0.0,10.0,['Fireworks']
FomYJn2A4g4,30.0,40.0,['Scratching_(performance technique)']
ForN2iu3d4o,100.0,110.0,['Cheering']
Fp-TYthqsss,90.0,100.0,['Cough']
Fp70f_VYCQM,0.0,10.0,['Cheering']
FpAXYhjKRcA,60.0,70.0,['Church_bell']
FpoW7lJI4k4,120.0,130.0,['Shout']
FqigDul5Mts,460.0,470.0,['Fireworks']
Fr22LaRgd48,40.0,50.0,['Church_bell']
FrIujFnTMYw,50.0,60.0,['Fireworks']
FrLWKvGlo4Y,110.0,120.0,['Shout']
FsIzzw0bhqQ,40.0,50.0,['Fireworks']
FsKd9-3f9Gk,320.0,330.0,['Cheering']
FsLWqyZszJg,67.0,77.0,['Church_bell']
FsPCypZ8D30,0.0,10.0,['Bark']
FsTXNxD8M2A,0.0,10.0,['Bark']
Fsl40iHO2_o,20.0,30.0,['Cheering']
FsvHHQj25d8,520.0,530.0,['Cheering']
FtCT62fiyrU,270.0,280.0,['Church_bell']
FtNV_Gq62l8,19.0,29.0,['Meow']
FtWNRLlXXQ8,0.0,10.0,['Scratching_(performance technique)']
FtqlvNd8meU,210.0,220.0,['Bark']
Ftxp4-J8lYU,300.0,310.0,['Scratching_(performance technique)']
Fu2-cuJKovM,0.0,10.0,['Fireworks']
FuAll9BN7bM,10.0,20.0,['Fireworks']
FuKgspEtMTo,0.0,10.0,['Church_bell']
FuMIORwxtEA,0.0,10.0,['Burping_and_eructation']
FuiwZeEH_uA,30.0,40.0,['Meow']
Fv-27Ukio-c,90.0,100.0,['Cheering']
FvGPeG695og,20.0,30.0,['Meow']
FvX_t89X8W0,30.0,40.0,['Meow']
FvaVgjVCVi0,0.0,10.0,['Burping_and_eructation']
Fvld5sw1B3g,0.0,10.0,['Church_bell']
Fvp8Ccsdo_Y,20.0,30.0,['Church_bell']
FvpKKOQ57Ow,50.0,60.0,['Fireworks']
FvpZrvVV2Fs,50.0,60.0,['Fireworks']
Fvq1pdaqVz8,150.0,160.0,['Bark']
FvvtH4qSZKg,20.0,30.0,['Cough']
FwBOr4WRmYc,0.0,10.0,['Fireworks']
FwK--qiVfWI,110.0,120.0,['Shout']
FwfJ8kpDSlw,60.0,70.0,['Burping_and_eructation']
Fx08mD5Gxfc,30.0,40.0,['Church_bell']
Fx55BE00HZQ,10.0,20.0,['Shout']
FxFGKJJONRY,30.0,40.0,['Meow']
FxGw9UdlcFo,0.0,10.0,['Fireworks']
FxQLYGvzTq8,230.0,240.0,['Cheering']
Fy8xusE3ePo,30.0,40.0,['Cheering']
FyueZHUoIsQ,310.0,320.0,['Cheering']
Fyx8tkPuTwY,30.0,40.0,['Cheering']
FzDzsBu13ps,0.0,10.0,['Shout']
FzP4R1Dryck,10.0,20.0,['Fireworks']
FzplS6RTioI,22.0,32.0,['Meow']
G-CeGK9RIyo,100.0,110.0,['Cough']
G-GOk4fnPlM,220.0,230.0,['Shout']
G09zfpmcks4,20.0,30.0,['Cheering']
G0GGA400Y78,30.0,40.0,['Fireworks']
G0Sg_IhZG4g,460.0,470.0,['Fireworks']
G0x1Situ59c,560.0,570.0,['Cheering']
G0yVxYZaTMs,0.0,10.0,['Cheering']
G12sQtO_fQA,10.0,20.0,['Scratching_(performance technique)']
G13xOxhV1Fg,30.0,40.0,['Scratching_(performance technique)']
G1MvmnRpsAk,140.0,150.0,['Scratching_(performance technique)']
G1UPlPbJ43k,30.0,40.0,['Scratching_(performance technique)']
G2Qb6n6B8r0,25.0,35.0,['Bark']
G2YYY59H8bg,60.0,70.0,['Bark']
G2wYdSa3cCk,40.0,50.0,['Burping_and_eructation']
G2y9GEQ-NPc,250.0,260.0,['Cheering']
G35qC21Et7k,220.0,230.0,['Camera']
G3L0OK5yflI,10.0,20.0,['Cheering']
G4GYtbRCQC4,310.0,320.0,['Burping_and_eructation']
G4WG7JkOiLE,70.0,80.0,['Bark']
G4Yo6TGgsXw,160.0,170.0,['Cheering']
G4ZP4-aeIQ8,410.0,420.0,['Fireworks']
G55Y7b56New,30.0,40.0,['Church_bell']
G577sOij700,10.0,20.0,['Shout']
G5WJnNH9PMc,270.0,280.0,['Fireworks']
G5c_4aD5Y2E,50.0,60.0,['Church_bell']
G6C2-vgkTic,70.0,80.0,['Scratching_(performance technique)']
G6VgfAgaRpw,40.0,50.0,['Shout']
G73nkmD6Ufk,0.0,4.0,['Shatter']
G76c9kIiKJw,30.0,40.0,['Cough']
G7E7D2Z_Juo,70.0,80.0,['Burping_and_eructation']
G7NlkiqAM-M,90.0,100.0,['Scratching_(performance technique)']
G7Qx_kDTJ2s,20.0,30.0,['Cheering']
G7bE8PDl71M,120.0,130.0,['Scratching_(performance technique)']
G7erTGncXZQ,21.0,31.0,['Meow']
G7wc3hxda8c,230.0,240.0,['Camera']
G8BSfIQcDI0,120.0,130.0,['Bark']
G8mr71VKA3c,150.0,160.0,['Cheering']
G8vCjpGML0A,180.0,190.0,['Fireworks']
G983HbyaC9Q,10.0,20.0,['Scratching_(performance technique)']
G9JPdwVGpMA,30.0,40.0,['Scratching_(performance technique)']
G9L6R_gW-Nw,150.0,160.0,['Cheering']
G9Nq91EYkf4,30.0,40.0,['Fireworks']
G9_PVnN-CEc,0.0,10.0,['Scratching_(performance technique)']
G9viKz8EbXU,220.0,230.0,['Burping_and_eructation']
GA34a0kaco8,10.0,20.0,['Shout']
GAQUgxfPXPE,240.0,250.0,['Shout']
GAopp3aTX6o,280.0,290.0,['Shout']
GBmLWnjHIvU,130.0,140.0,['Cough']
GBwOZH570Tg,140.0,150.0,['Cheering']
GCUK7s5QsNc,40.0,50.0,['Cough']
GCg7ocejbek,380.0,390.0,['Cheering']
GCsxjb_x9LY,20.0,30.0,['Shout']
GD0IoFFNEkc,30.0,40.0,['Cheering']
GD5L4h1PvUs,0.0,10.0,['Cheering']
GD6qnSc1qe0,0.0,10.0,['Burping_and_eructation']
GDls3l7lrYs,60.0,70.0,['Scratching_(performance technique)']
GDyAXxrO9lA,110.0,120.0,['Shatter']
GE4c0qrM23g,40.0,50.0,['Scratching_(performance technique)']
GE7RjSbR7NY,0.0,10.0,['Bark']
GEK6BIJP8QA,80.0,90.0,['Cheering']
GFs3bZrxBfs,270.0,280.0,['Scratching_(performance technique)']
GFy1afu4pRY,80.0,90.0,['Scratching_(performance technique)']
GGWYuNm6U1I,0.0,10.0,['Cheering']
GGZ3EPoirKQ,320.0,330.0,['Fireworks']
GGi6UgGfr5Y,0.0,10.0,['Camera']
GGjJhONfcgA,50.0,60.0,['Church_bell']
GGqznpI_5Mk,260.0,270.0,['Shout']
GHB2oYOYJCQ,240.0,250.0,['Church_bell']
GHbum403BrQ,10.0,20.0,['Fireworks']
GHeqmaiyL-A,9.0,19.0,['Doorbell']
GHq1o6oTYvM,140.0,150.0,['Bark']
GI4EYJlP4bI,20.0,30.0,['Cheering']
GITV2p2Z8us,30.0,40.0,['Scratching_(performance technique)']
GITria-ANWg,280.0,290.0,['Scratching_(performance technique)']
GIeXCuumW0k,10.0,20.0,['Scratching_(performance technique)']
GIvljLua0Fw,30.0,40.0,['Scratching_(performance technique)']
GJ_Bwr9llaU,0.0,10.0,['Scratching_(performance technique)']
GJdvvjfvICs,490.0,500.0,['Scratching_(performance technique)']
GJkg9VBl9WM,220.0,230.0,['Scratching_(performance technique)']
GJmb72kRI7Y,290.0,300.0,['Cheering']
GKcS3YgphKg,130.0,140.0,['Scratching_(performance technique)']
GLEDUmnwnLY,290.0,300.0,['Bark']
GLL6a5WHn1A,90.0,100.0,['Cheering']
GLMsJp_CpyI,20.0,30.0,['Fireworks']
GLQOj-BHqos,160.0,170.0,['Scratching_(performance technique)']
GLVfL9p0QBg,190.0,200.0,['Scratching_(performance technique)']
GLiAvaXMN28,30.0,40.0,['Cheering']
GLjai294FcU,30.0,40.0,['Bark']
GMc4JdB6XBY,80.0,90.0,['Cheering']
GMx58gc3P-g,40.0,50.0,['Cheering']
GMy1-Ft2SCM,130.0,140.0,['Cheering']
GN3u5-GZBh4,140.0,150.0,['Fireworks']
GNOf3cNPBe8,3.0,13.0,['Fireworks']
GNQRmT0meWc,20.0,30.0,['Burping_and_eructation']
GNXkt3_TgjE,0.0,10.0,['Church_bell']
GNhSvIOe4m4,0.0,10.0,['Cough']
GO0G1Khh3R0,10.0,20.0,['Doorbell']
GOhwL7S9Q7A,30.0,40.0,['Meow']
GOxdVkGDTA0,20.0,30.0,['Camera']
GP1ROxHtJ2o,0.0,10.0,['Fireworks']
GP99j8llaz8,0.0,10.0,['Cheering']
GQ0pw3qKDqg,580.0,590.0,['Burping_and_eructation']
GQ1dNZiyl2o,210.0,220.0,['Shout']
GQ8QdFix5Do,20.0,30.0,['Cough']
GQGIHW8HPGM,140.0,150.0,['Shout']
GRSFF460TII,6.0,16.0,['Bark']
GRVdV2BUfI8,17.0,27.0,['Meow']
GRszc00lWKI,30.0,40.0,['Church_bell']
GSAsymUpJr8,0.0,10.0,['Scratching_(performance technique)']
GSJ_0e2SlV0,170.0,180.0,['Shout']
GSyA_x0Mv68,10.0,20.0,['Bark']
GTNtBUGkgUg,30.0,40.0,['Scratching_(performance technique)']
GTRxfIuCTeg,190.0,200.0,['Cheering']
GT_VsuHEcDo,70.0,80.0,['Bark']
GTgT6z-F30U,14.0,24.0,['Fireworks']
GTiou-fTfQs,20.0,30.0,['Cough']
GU3MI27XzgI,0.0,10.0,['Church_bell']
GU54vbIhgNg,90.0,100.0,['Cheering']
GUJTPIWkFyM,30.0,40.0,['Cheering']
GUVG-g-Gx7A,170.0,180.0,['Scratching_(performance technique)']
GV0QPKW0jq0,170.0,180.0,['Scratching_(performance technique)']
GVJ-w7oWqWY,80.0,90.0,['Burping_and_eructation']
GVJiiriWWWM,30.0,40.0,['Meow']
GVNZZR1FcNY,40.0,50.0,['Cough']
GV_PJDvWaBo,10.0,20.0,['Bark']
GVcvcEsItx4,150.0,160.0,['Fireworks']
GW6-FbY7CNI,30.0,40.0,['Bark']
GWC57ruKKZw,20.0,30.0,['Fireworks']
GWHlGhLzsb8,0.0,10.0,['Burping_and_eructation']
GWQf3vWBJCE,80.0,90.0,['Bark']
GWlweDCw8iM,310.0,320.0,['Scratching_(performance technique)']
GWp3dpVtD7g,30.0,40.0,['Fireworks']
GWsIXl4rkfA,100.0,110.0,['Bark']
GXKUTV0YA3A,30.0,40.0,['Meow']
GXLEKU6K1uI,40.0,50.0,['Cough']
GXWoj9Dauzw,220.0,230.0,['Cheering']
GXxph_7SRmA,130.0,140.0,['Scratching_(performance technique)']
GXzz54sjcLA,20.0,30.0,['Fireworks']
GYI7x165kGs,170.0,180.0,['Cheering']
GYLFsRqIi-A,150.0,160.0,['Fireworks']
GYZZ-XOV7NI,30.0,40.0,['Burping_and_eructation']
GYmXGWEZhOo,30.0,40.0,['Fireworks']
GZ3X4Sh9Nz4,40.0,50.0,['Fireworks']
GZEdvrqXLZc,90.0,100.0,['Cheering']
GZPduFalwVw,190.0,200.0,['Cheering']
GZRFjROsBi0,170.0,180.0,['Church_bell']
GZSiF2mI2x0,30.0,40.0,['Cheering']
GZTin5VvIFo,270.0,280.0,['Scratching_(performance technique)']
GZa0nqpi_IQ,60.0,70.0,['Scratching_(performance technique)']
GZizlobCjPk,80.0,90.0,['Bark']
GZjtAyCfdsQ,30.0,40.0,['Scratching_(performance technique)']
G_3EtbIid-k,120.0,130.0,['Shout']
G_n86aQbv7k,10.0,20.0,['Fireworks']
G_yAIO_GeOg,3.0,13.0,['Meow']
Ga5yl3jQA-Q,30.0,40.0,['Scratching_(performance technique)']
GaICqIQjpZA,200.0,210.0,['Shout']
